wsd,pv,t,rh,slp,BJ
5.0,10000.0,17.3,33.0,1023.1,2024-03-12 16:00:00
5.0,10000.0,16.2,33.0,1022.8,2024-03-12 17:00:00
5.0,10000.0,14.8,36.0,1022.8,2024-03-12 18:00:00
4.0,10000.0,12.9,43.0,1022.9,2024-03-12 19:00:00
4.0,10000.0,11.6,51.0,1023.6,2024-03-12 20:00:00
4.0,10000.0,10.7,51.0,1024.4,2024-03-12 21:00:00
4.0,10000.0,10.0,53.0,1024.6,2024-03-12 22:00:00
3.0,10000.0,9.7,55.0,1024.5,2024-03-12 23:00:00
4.0,8000.0,10.1,58.0,1024.2,2024-03-13 00:00:00
5.0,8000.0,10.3,57.0,1023.5,2024-03-13 01:00:00
5.0,7000.0,10.1,58.0,1023.3,2024-03-13 02:00:00
5.0,7000.0,9.8,59.0,1022.7,2024-03-13 03:00:00
6.0,6000.0,9.5,60.0,1021.8,2024-03-13 04:00:00
5.0,5000.0,9.0,62.0,1021.9,2024-03-13 05:00:00
3.0,5000.0,7.9,69.0,1021.7,2024-03-13 06:00:00
4.0,5000.0,7.4,71.0,1021.8,2024-03-13 07:00:00
4.0,6000.0,9.3,63.0,1022.1,2024-03-13 08:00:00
5.0,6000.0,11.3,54.0,1022.3,2024-03-13 09:00:00
6.0,10000.0,14.6,37.0,1021.7,2024-03-13 10:00:00
5.0,10000.0,16.2,32.0,1021.6,2024-03-13 11:00:00
5.0,10000.0,16.4,34.0,1020.6,2024-03-13 12:00:00
5.0,10000.0,17.5,32.0,1019.6,2024-03-13 13:00:00
3.0,10000.0,17.5,29.0,1019.4,2024-03-13 14:00:00
3.0,10000.0,16.7,33.0,1019.5,2024-03-13 15:00:00
