wsd,pv,t,rh,slp,BJ
2.0,3000.0,11.4,60.0,1023.6,2022-01-19 16:00:00
3.0,3000.0,9.7,72.0,1024.0,2022-01-19 17:00:00
3.0,2400.0,7.2,80.0,1024.6,2022-01-19 18:00:00
3.0,2500.0,6.1,83.0,1025.2,2022-01-19 19:00:00
3.0,2300.0,5.2,87.0,1025.5,2022-01-19 20:00:00
3.0,2500.0,4.9,87.0,1026.1,2022-01-19 21:00:00
3.0,2600.0,5.1,86.0,1026.5,2022-01-19 22:00:00
3.0,2300.0,4.7,88.0,1026.5,2022-01-19 23:00:00
3.0,2200.0,4.5,89.0,1026.5,2022-01-20 00:00:00
3.0,1900.0,3.7,92.0,1026.5,2022-01-20 01:00:00
3.0,1900.0,4.0,92.0,1026.8,2022-01-20 02:00:00
4.0,2800.0,4.6,90.0,1026.3,2022-01-20 03:00:00
4.0,2800.0,4.5,86.0,1026.4,2022-01-20 04:00:00
3.0,2800.0,4.7,84.0,1026.7,2022-01-20 05:00:00
4.0,3000.0,4.8,82.0,1027.1,2022-01-20 06:00:00
4.0,3000.0,4.7,83.0,1027.7,2022-01-20 07:00:00
4.0,2400.0,4.7,84.0,1028.4,2022-01-20 08:00:00
5.0,2500.0,4.7,80.0,1028.7,2022-01-20 09:00:00
6.0,3000.0,5.2,78.0,1028.7,2022-01-20 10:00:00
5.0,3000.0,6.0,74.0,1028.9,2022-01-20 11:00:00
5.0,3500.0,6.6,69.0,1028.1,2022-01-20 12:00:00
6.0,4000.0,7.4,66.0,1027.5,2022-01-20 13:00:00
5.0,5000.0,7.6,64.0,1027.3,2022-01-20 14:00:00
6.0,5000.0,7.6,62.0,1026.6,2022-01-20 15:00:00
