wsd,pv,t,rh,slp,BJ
2.0,10000.0,29.4,35.0,1007.8,2024-03-30 16:00:00
3.0,10000.0,27.9,45.0,1008.0,2024-03-30 17:00:00
3.0,10000.0,26.1,49.0,1008.3,2024-03-30 18:00:00
4.0,10000.0,23.8,59.0,1008.7,2024-03-30 19:00:00
5.0,10000.0,22.7,69.0,1009.2,2024-03-30 20:00:00
4.0,10000.0,21.7,68.0,1009.6,2024-03-30 21:00:00
4.0,10000.0,20.4,76.0,1009.4,2024-03-30 22:00:00
8.0,5000.0,20.2,79.0,1008.9,2024-03-30 23:00:00
8.0,10000.0,18.9,61.0,1009.7,2024-03-31 00:00:00
7.0,10000.0,17.7,58.0,1009.9,2024-03-31 01:00:00
6.0,10000.0,17.2,51.0,1009.2,2024-03-31 02:00:00
5.0,10000.0,16.7,46.0,1009.0,2024-03-31 03:00:00
5.0,10000.0,16.0,50.0,1008.7,2024-03-31 04:00:00
4.0,10000.0,15.6,51.0,1008.9,2024-03-31 05:00:00
2.0,10000.0,14.9,56.0,1009.9,2024-03-31 06:00:00
3.0,10000.0,14.9,58.0,1010.9,2024-03-31 07:00:00
4.0,10000.0,15.4,60.0,1011.0,2024-03-31 08:00:00
2.0,10000.0,16.3,58.0,1011.4,2024-03-31 09:00:00
1.0,10000.0,18.2,52.0,1011.6,2024-03-31 10:00:00
2.0,10000.0,19.9,53.0,1011.5,2024-03-31 11:00:00
1.0,8000.0,21.1,49.0,1011.3,2024-03-31 12:00:00
3.0,8000.0,22.2,54.0,1010.8,2024-03-31 13:00:00
3.0,8000.0,22.9,56.0,1010.5,2024-03-31 14:00:00
3.0,6000.0,23.1,56.0,1010.2,2024-03-31 15:00:00
