wsd,pv,t,rh,slp,BJ
7.0,10000.0,17.5,56.0,1009.0,2024-02-17 16:00:00
7.0,10000.0,16.4,60.0,1008.9,2024-02-17 17:00:00
6.0,10000.0,15.1,66.0,1009.1,2024-02-17 18:00:00
7.0,10000.0,14.0,71.0,1009.3,2024-02-17 19:00:00
6.0,10000.0,13.3,76.0,1009.4,2024-02-17 20:00:00
6.0,10000.0,13.4,75.0,1009.7,2024-02-17 21:00:00
7.0,10000.0,14.1,74.0,1009.4,2024-02-17 22:00:00
7.0,10000.0,14.0,75.0,1009.4,2024-02-17 23:00:00
7.0,10000.0,13.9,77.0,1009.2,2024-02-18 00:00:00
6.0,10000.0,14.2,76.0,1009.2,2024-02-18 01:00:00
5.0,10000.0,14.1,78.0,1008.7,2024-02-18 02:00:00
6.0,10000.0,14.1,78.0,1007.8,2024-02-18 03:00:00
5.0,10000.0,13.9,79.0,1007.0,2024-02-18 04:00:00
5.0,10000.0,13.7,82.0,1006.5,2024-02-18 05:00:00
6.0,10000.0,14.2,81.0,1006.4,2024-02-18 06:00:00
6.0,10000.0,14.7,80.0,1006.6,2024-02-18 07:00:00
6.0,10000.0,15.3,79.0,1007.0,2024-02-18 08:00:00
7.0,10000.0,17.5,71.0,1007.1,2024-02-18 09:00:00
7.0,10000.0,19.2,67.0,1006.8,2024-02-18 10:00:00
7.0,10000.0,20.8,64.0,1006.7,2024-02-18 11:00:00
7.0,10000.0,23.7,56.0,1005.5,2024-02-18 12:00:00
8.0,10000.0,25.4,52.0,1004.4,2024-02-18 13:00:00
6.0,10000.0,24.9,54.0,1003.7,2024-02-18 14:00:00
7.0,10000.0,24.7,53.0,1003.2,2024-02-18 15:00:00
