wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,2600.0,11.1,79.0,1026.6,2021-12-11 16:00:00,345,16
2.0,2800.0,10.8,81.0,1027.1,2021-12-11 17:00:00,345,17
2.0,3000.0,10.1,86.0,1028.1,2021-12-11 18:00:00,345,18
2.0,2100.0,9.6,91.0,1028.7,2021-12-11 19:00:00,345,19
3.0,1800.0,9.2,93.0,1029.1,2021-12-11 20:00:00,345,20
2.0,2000.0,9.0,93.0,1029.5,2021-12-11 21:00:00,345,21
2.0,1900.0,8.8,94.0,1029.5,2021-12-11 22:00:00,345,22
3.0,2400.0,8.6,92.0,1029.9,2021-12-11 23:00:00,345,23
3.0,1700.0,8.5,94.0,1029.9,2021-12-12 00:00:00,346,0
2.0,1600.0,8.3,95.0,1030.1,2021-12-12 01:00:00,346,1
3.0,1900.0,8.1,94.0,1030.3,2021-12-12 02:00:00,346,2
2.0,2300.0,7.8,94.0,1030.8,2021-12-12 03:00:00,346,3
2.0,2000.0,7.7,95.0,1030.6,2021-12-12 04:00:00,346,4
3.0,2400.0,7.5,89.0,1031.0,2021-12-12 05:00:00,346,5
2.0,2200.0,7.6,91.0,1031.7,2021-12-12 06:00:00,346,6
1.0,1800.0,7.5,92.0,1032.4,2021-12-12 07:00:00,346,7
1.0,1200.0,7.5,92.0,1032.7,2021-12-12 08:00:00,346,8
2.0,1400.0,8.3,90.0,1033.1,2021-12-12 09:00:00,346,9
1.0,1800.0,8.7,82.0,1033.9,2021-12-12 10:00:00,346,10
2.0,2000.0,8.8,85.0,1033.9,2021-12-12 11:00:00,346,11
2.0,2000.0,9.1,84.0,1033.2,2021-12-12 12:00:00,346,12
3.0,2200.0,9.2,85.0,1032.7,2021-12-12 13:00:00,346,13
2.0,2200.0,9.1,86.0,1032.2,2021-12-12 14:00:00,346,14
2.0,2400.0,9.4,85.0,1032.2,2021-12-12 15:00:00,346,15
