wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,19.1,24.0,1018.3,2021-11-13 16:00:00,317,16
2.0,10000.0,17.0,30.0,1018.4,2021-11-13 17:00:00,317,17
2.0,10000.0,15.6,34.0,1018.9,2021-11-13 18:00:00,317,18
2.0,10000.0,12.9,46.0,1019.4,2021-11-13 19:00:00,317,19
3.0,10000.0,10.8,53.0,1019.6,2021-11-13 20:00:00,317,20
2.0,10000.0,10.5,56.0,1020.1,2021-11-13 21:00:00,317,21
2.0,10000.0,10.5,55.0,1020.8,2021-11-13 22:00:00,317,22
2.0,10000.0,9.6,60.0,1021.0,2021-11-13 23:00:00,317,23
2.0,10000.0,8.7,63.0,1021.0,2021-11-14 00:00:00,318,0
2.0,10000.0,8.0,67.0,1020.9,2021-11-14 01:00:00,318,1
3.0,10000.0,8.4,67.0,1020.9,2021-11-14 02:00:00,318,2
2.0,10000.0,6.5,75.0,1020.8,2021-11-14 03:00:00,318,3
2.0,10000.0,6.5,77.0,1020.8,2021-11-14 04:00:00,318,4
4.0,10000.0,7.0,75.0,1020.9,2021-11-14 05:00:00,318,5
4.0,10000.0,6.4,77.0,1021.0,2021-11-14 06:00:00,318,6
3.0,10000.0,6.6,75.0,1021.3,2021-11-14 07:00:00,318,7
3.0,10000.0,9.8,62.0,1022.0,2021-11-14 08:00:00,318,8
2.0,10000.0,13.1,53.0,1022.3,2021-11-14 09:00:00,318,9
2.0,10000.0,16.8,42.0,1022.3,2021-11-14 10:00:00,318,10
3.0,10000.0,19.0,33.0,1022.1,2021-11-14 11:00:00,318,11
2.0,10000.0,20.4,25.0,1021.0,2021-11-14 12:00:00,318,12
3.0,10000.0,21.2,24.0,1020.0,2021-11-14 13:00:00,318,13
4.0,10000.0,21.3,20.0,1019.5,2021-11-14 14:00:00,318,14
2.0,10000.0,21.4,21.0,1019.0,2021-11-14 15:00:00,318,15
