wsd,pv,t,rh,slp,BJ
6.0,10000.0,24.8,25.0,1007.4,2023-03-14 16:00:00
7.0,10000.0,23.8,29.0,1007.6,2023-03-14 17:00:00
5.0,10000.0,21.2,35.0,1008.0,2023-03-14 18:00:00
5.0,10000.0,18.6,41.0,1008.6,2023-03-14 19:00:00
5.0,10000.0,17.0,46.0,1009.5,2023-03-14 20:00:00
5.0,10000.0,16.1,49.0,1010.1,2023-03-14 21:00:00
5.0,10000.0,14.9,53.0,1010.7,2023-03-14 22:00:00
5.0,10000.0,16.0,48.0,1011.0,2023-03-14 23:00:00
4.0,10000.0,15.1,51.0,1011.6,2023-03-15 00:00:00
3.0,10000.0,13.4,59.0,1012.2,2023-03-15 01:00:00
3.0,10000.0,13.4,57.0,1012.2,2023-03-15 02:00:00
1.0,10000.0,12.7,62.0,1012.3,2023-03-15 03:00:00
3.0,10000.0,12.1,65.0,1012.7,2023-03-15 04:00:00
1.0,10000.0,11.1,76.0,1013.2,2023-03-15 05:00:00
1.0,10000.0,12.4,63.0,1014.0,2023-03-15 06:00:00
2.0,10000.0,11.6,69.0,1014.9,2023-03-15 07:00:00
1.0,10000.0,16.9,52.0,1016.3,2023-03-15 08:00:00
2.0,10000.0,19.9,47.0,1017.3,2023-03-15 09:00:00
4.0,10000.0,22.0,38.0,1018.1,2023-03-15 10:00:00
6.0,10000.0,21.0,40.0,1019.0,2023-03-15 11:00:00
9.0,10000.0,20.1,42.0,1019.8,2023-03-15 12:00:00
10.0,10000.0,19.9,34.0,1019.6,2023-03-15 13:00:00
9.0,9000.0,19.2,36.0,1019.9,2023-03-15 14:00:00
8.0,8000.0,18.7,35.0,1020.7,2023-03-15 15:00:00
