wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,8000.0,15.5,40.0,1025.2,2023-11-15 16:00:00,319,16
2.0,8000.0,14.2,50.0,1025.1,2023-11-15 17:00:00,319,17
1.0,8000.0,13.6,50.0,1025.9,2023-11-15 18:00:00,319,18
4.0,8000.0,12.3,61.0,1027.3,2023-11-15 19:00:00,319,19
4.0,7000.0,11.8,62.0,1028.0,2023-11-15 20:00:00,319,20
2.0,6000.0,11.1,68.0,1028.4,2023-11-15 21:00:00,319,21
2.0,4500.0,9.5,87.0,1029.1,2023-11-15 22:00:00,319,22
3.0,4000.0,9.0,88.0,1029.4,2023-11-15 23:00:00,319,23
3.0,4000.0,9.0,88.0,1029.5,2023-11-16 00:00:00,320,0
3.0,3500.0,8.8,90.0,1029.4,2023-11-16 01:00:00,320,1
4.0,3200.0,8.7,94.0,1028.8,2023-11-16 02:00:00,320,2
4.0,2800.0,8.8,93.0,1029.3,2023-11-16 03:00:00,320,3
3.0,2800.0,8.5,95.0,1029.0,2023-11-16 04:00:00,320,4
2.0,2800.0,8.1,95.0,1029.2,2023-11-16 05:00:00,320,5
4.0,3500.0,8.2,92.0,1029.7,2023-11-16 06:00:00,320,6
4.0,4000.0,7.9,91.0,1030.4,2023-11-16 07:00:00,320,7
5.0,8000.0,8.9,75.0,1031.2,2023-11-16 08:00:00,320,8
5.0,10000.0,10.1,66.0,1032.1,2023-11-16 09:00:00,320,9
10.0,10000.0,11.6,48.0,1032.0,2023-11-16 10:00:00,320,10
11.0,10000.0,12.3,44.0,1031.5,2023-11-16 11:00:00,320,11
9.0,10000.0,12.8,42.0,1031.0,2023-11-16 12:00:00,320,12
9.0,10000.0,13.1,36.0,1030.3,2023-11-16 13:00:00,320,13
9.0,10000.0,13.3,36.0,1029.7,2023-11-16 14:00:00,320,14
7.0,10000.0,12.9,38.0,1029.6,2023-11-16 15:00:00,320,15
