wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,14.5,46.0,1024.7,2023-11-25 16:00:00,329,16
1.0,10000.0,13.1,51.0,1025.0,2023-11-25 17:00:00,329,17
1.0,10000.0,12.5,54.0,1025.2,2023-11-25 18:00:00,329,18
2.0,10000.0,9.5,69.0,1025.5,2023-11-25 19:00:00,329,19
2.0,10000.0,8.6,79.0,1025.9,2023-11-25 20:00:00,329,20
1.0,10000.0,9.1,74.0,1026.2,2023-11-25 21:00:00,329,21
2.0,10000.0,8.6,75.0,1026.1,2023-11-25 22:00:00,329,22
1.0,10000.0,8.2,76.0,1025.9,2023-11-25 23:00:00,329,23
2.0,10000.0,8.5,77.0,1026.0,2023-11-26 00:00:00,330,0
4.0,10000.0,9.1,75.0,1025.9,2023-11-26 01:00:00,330,1
4.0,8000.0,8.9,77.0,1025.8,2023-11-26 02:00:00,330,2
5.0,6000.0,7.3,88.0,1025.8,2023-11-26 03:00:00,330,3
4.0,5000.0,7.1,89.0,1025.5,2023-11-26 04:00:00,330,4
4.0,5000.0,7.0,88.0,1025.6,2023-11-26 05:00:00,330,5
4.0,5000.0,7.0,89.0,1026.0,2023-11-26 06:00:00,330,6
4.0,4000.0,6.9,89.0,1026.5,2023-11-26 07:00:00,330,7
3.0,4000.0,7.0,89.0,1026.7,2023-11-26 08:00:00,330,8
3.0,4000.0,7.2,87.0,1026.9,2023-11-26 09:00:00,330,9
3.0,4500.0,7.8,85.0,1026.4,2023-11-26 10:00:00,330,10
4.0,5000.0,8.2,81.0,1025.8,2023-11-26 11:00:00,330,11
3.0,5000.0,8.2,79.0,1024.8,2023-11-26 12:00:00,330,12
3.0,5000.0,8.5,76.0,1023.6,2023-11-26 13:00:00,330,13
3.0,5000.0,9.0,76.0,1022.7,2023-11-26 14:00:00,330,14
3.0,5000.0,9.7,73.0,1022.0,2023-11-26 15:00:00,330,15
