wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,5000.0,1.8,80.0,1027.5,2024-01-20 16:00:00,20,16
4.0,4500.0,1.8,82.0,1027.7,2024-01-20 17:00:00,20,17
3.0,4500.0,1.8,84.0,1028.3,2024-01-20 18:00:00,20,18
4.0,4500.0,1.8,86.0,1028.9,2024-01-20 19:00:00,20,19
3.0,4500.0,1.8,86.0,1029.6,2024-01-20 20:00:00,20,20
3.0,4500.0,1.6,88.0,1030.1,2024-01-20 21:00:00,20,21
2.0,4500.0,1.7,88.0,1030.6,2024-01-20 22:00:00,20,22
3.0,4500.0,1.6,87.0,1030.8,2024-01-20 23:00:00,20,23
3.0,4500.0,1.6,88.0,1030.8,2024-01-21 00:00:00,21,0
4.0,5000.0,1.5,84.0,1030.9,2024-01-21 01:00:00,21,1
3.0,5000.0,1.4,87.0,1031.1,2024-01-21 02:00:00,21,2
3.0,5000.0,1.4,87.0,1031.2,2024-01-21 03:00:00,21,3
3.0,5000.0,1.4,87.0,1031.1,2024-01-21 04:00:00,21,4
3.0,5000.0,1.4,87.0,1031.3,2024-01-21 05:00:00,21,5
3.0,5000.0,1.4,89.0,1031.8,2024-01-21 06:00:00,21,6
3.0,4000.0,1.4,89.0,1032.5,2024-01-21 07:00:00,21,7
3.0,3000.0,1.6,90.0,1033.2,2024-01-21 08:00:00,21,8
4.0,3200.0,1.8,87.0,1033.7,2024-01-21 09:00:00,21,9
4.0,3500.0,1.9,85.0,1034.6,2024-01-21 10:00:00,21,10
3.0,3200.0,2.0,85.0,1034.8,2024-01-21 11:00:00,21,11
4.0,3000.0,1.9,87.0,1034.7,2024-01-21 12:00:00,21,12
5.0,2500.0,1.9,87.0,1033.5,2024-01-21 13:00:00,21,13
5.0,2300.0,1.9,88.0,1033.8,2024-01-21 14:00:00,21,14
5.0,2800.0,2.3,83.0,1033.7,2024-01-21 15:00:00,21,15
