wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,16.2,49.0,1025.4,2022-10-09 16:00:00,282,16
3.0,10000.0,15.8,50.0,1025.9,2022-10-09 17:00:00,282,17
3.0,10000.0,15.5,55.0,1026.3,2022-10-09 18:00:00,282,18
6.0,10000.0,14.8,51.0,1026.8,2022-10-09 19:00:00,282,19
4.0,10000.0,14.1,53.0,1028.1,2022-10-09 20:00:00,282,20
5.0,10000.0,13.1,58.0,1028.6,2022-10-09 21:00:00,282,21
2.0,10000.0,11.5,69.0,1029.5,2022-10-09 22:00:00,282,22
2.0,10000.0,10.5,71.0,1029.8,2022-10-09 23:00:00,282,23
3.0,10000.0,9.7,73.0,1029.7,2022-10-10 00:00:00,283,0
2.0,10000.0,9.6,73.0,1029.6,2022-10-10 01:00:00,283,1
2.0,10000.0,9.1,74.0,1029.4,2022-10-10 02:00:00,283,2
2.0,10000.0,9.4,69.0,1029.1,2022-10-10 03:00:00,283,3
1.0,10000.0,7.8,81.0,1029.0,2022-10-10 04:00:00,283,4
2.0,10000.0,7.0,86.0,1029.0,2022-10-10 05:00:00,283,5
1.0,10000.0,7.0,87.0,1029.4,2022-10-10 06:00:00,283,6
2.0,10000.0,8.4,81.0,1029.6,2022-10-10 07:00:00,283,7
2.0,10000.0,11.0,76.0,1030.2,2022-10-10 08:00:00,283,8
3.0,10000.0,13.8,53.0,1030.3,2022-10-10 09:00:00,283,9
4.0,10000.0,15.7,27.0,1030.0,2022-10-10 10:00:00,283,10
4.0,10000.0,16.0,26.0,1029.5,2022-10-10 11:00:00,283,11
5.0,10000.0,16.4,27.0,1028.9,2022-10-10 12:00:00,283,12
4.0,10000.0,17.6,28.0,1027.6,2022-10-10 13:00:00,283,13
4.0,10000.0,17.5,25.0,1026.6,2022-10-10 14:00:00,283,14
5.0,10000.0,17.8,24.0,1026.4,2022-10-10 15:00:00,283,15
