wsd,pv,t,rh,slp,BJ
3.0,10000.0,18.5,55.0,1024.7,2024-10-20 16:00:00
3.0,10000.0,17.8,60.0,1024.9,2024-10-20 17:00:00
2.0,10000.0,16.8,66.0,1024.9,2024-10-20 18:00:00
2.0,10000.0,16.3,72.0,1025.4,2024-10-20 19:00:00
2.0,10000.0,16.1,71.0,1025.4,2024-10-20 20:00:00
2.0,10000.0,15.8,74.0,1025.7,2024-10-20 21:00:00
2.0,10000.0,15.6,76.0,1025.2,2024-10-20 22:00:00
3.0,10000.0,15.0,81.0,1024.7,2024-10-20 23:00:00
2.0,10000.0,14.2,87.0,1024.0,2024-10-21 00:00:00
3.0,3500.0,13.8,95.0,1021.6,2024-10-21 01:00:00
1.0,2800.0,13.7,97.0,1021.8,2024-10-21 02:00:00
3.0,2000.0,13.9,97.0,1022.5,2024-10-21 03:00:00
2.0,2800.0,13.7,98.0,1022.3,2024-10-21 04:00:00
3.0,2800.0,13.5,98.0,1022.6,2024-10-21 05:00:00
4.0,3000.0,13.6,97.0,1022.9,2024-10-21 06:00:00
6.0,3500.0,13.0,96.0,1023.4,2024-10-21 07:00:00
3.0,2200.0,13.1,96.0,1024.0,2024-10-21 08:00:00
2.0,2800.0,13.7,93.0,1023.4,2024-10-21 09:00:00
2.0,3000.0,14.2,91.0,1023.1,2024-10-21 10:00:00
2.0,4500.0,15.7,83.0,1022.6,2024-10-21 11:00:00
3.0,8000.0,16.7,80.0,1021.6,2024-10-21 12:00:00
2.0,10000.0,17.0,74.0,1020.8,2024-10-21 13:00:00
1.0,10000.0,17.2,73.0,1020.7,2024-10-21 14:00:00
2.0,4000.0,15.9,88.0,1019.9,2024-10-21 15:00:00
