wsd,pv,t,rh,slp,BJ
6.0,10000.0,13.7,55.0,1020.3,2024-03-07 16:00:00
6.0,10000.0,13.3,57.0,1020.4,2024-03-07 17:00:00
5.0,10000.0,12.1,59.0,1021.1,2024-03-07 18:00:00
3.0,10000.0,10.1,59.0,1022.2,2024-03-07 19:00:00
3.0,10000.0,10.7,55.0,1022.8,2024-03-07 20:00:00
4.0,10000.0,10.2,58.0,1023.7,2024-03-07 21:00:00
3.0,10000.0,8.4,65.0,1024.4,2024-03-07 22:00:00
2.0,8000.0,7.0,74.0,1024.7,2024-03-07 23:00:00
1.0,8000.0,7.0,74.0,1024.8,2024-03-08 00:00:00
1.0,7000.0,5.6,83.0,1025.2,2024-03-08 01:00:00
1.0,6000.0,5.3,87.0,1025.2,2024-03-08 02:00:00
2.0,6000.0,4.1,88.0,1025.2,2024-03-08 03:00:00
2.0,6000.0,5.1,82.0,1024.9,2024-03-08 04:00:00
1.0,6000.0,4.6,82.0,1024.9,2024-03-08 05:00:00
3.0,6000.0,4.7,75.0,1025.2,2024-03-08 06:00:00
2.0,5000.0,4.3,73.0,1025.8,2024-03-08 07:00:00
1.0,6000.0,6.6,72.0,1026.7,2024-03-08 08:00:00
2.0,10000.0,9.7,47.0,1027.3,2024-03-08 09:00:00
2.0,10000.0,11.3,35.0,1027.7,2024-03-08 10:00:00
2.0,10000.0,12.1,27.0,1027.8,2024-03-08 11:00:00
3.0,10000.0,12.8,24.0,1027.3,2024-03-08 12:00:00
3.0,10000.0,12.9,25.0,1026.5,2024-03-08 13:00:00
2.0,10000.0,13.3,29.0,1025.7,2024-03-08 14:00:00
4.0,10000.0,13.4,29.0,1025.0,2024-03-08 15:00:00
