wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,6000.0,18.3,41.0,1016.9,2023-03-29 16:00:00,88,16
5.0,6000.0,17.9,47.0,1016.5,2023-03-29 17:00:00,88,17
4.0,8000.0,16.9,47.0,1017.0,2023-03-29 18:00:00,88,18
3.0,10000.0,16.0,46.0,1017.3,2023-03-29 19:00:00,88,19
3.0,10000.0,15.6,48.0,1017.8,2023-03-29 20:00:00,88,20
2.0,10000.0,15.1,53.0,1018.2,2023-03-29 21:00:00,88,21
3.0,10000.0,14.7,60.0,1018.3,2023-03-29 22:00:00,88,22
2.0,10000.0,14.5,61.0,1018.0,2023-03-29 23:00:00,88,23
3.0,10000.0,13.5,67.0,1017.7,2023-03-30 00:00:00,89,0
2.0,10000.0,12.9,71.0,1017.4,2023-03-30 01:00:00,89,1
2.0,10000.0,12.4,73.0,1017.0,2023-03-30 02:00:00,89,2
2.0,10000.0,12.4,73.0,1016.7,2023-03-30 03:00:00,89,3
2.0,10000.0,12.2,74.0,1016.3,2023-03-30 04:00:00,89,4
2.0,10000.0,12.0,76.0,1016.5,2023-03-30 05:00:00,89,5
3.0,10000.0,12.0,79.0,1016.9,2023-03-30 06:00:00,89,6
2.0,4000.0,12.0,82.0,1017.5,2023-03-30 07:00:00,89,7
3.0,4000.0,12.5,81.0,1018.0,2023-03-30 08:00:00,89,8
4.0,4000.0,13.2,78.0,1018.5,2023-03-30 09:00:00,89,9
4.0,4500.0,14.4,71.0,1018.8,2023-03-30 10:00:00,89,10
3.0,5000.0,15.9,65.0,1018.5,2023-03-30 11:00:00,89,11
2.0,6000.0,17.0,58.0,1018.1,2023-03-30 12:00:00,89,12
4.0,8000.0,18.1,56.0,1017.2,2023-03-30 13:00:00,89,13
6.0,10000.0,18.2,58.0,1016.4,2023-03-30 14:00:00,89,14
6.0,10000.0,18.8,56.0,1016.2,2023-03-30 15:00:00,89,15
