wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,30000.0,9.4,35.0,1026.4,2021-11-08 16:00:00,312,16
4.0,30000.0,7.6,47.0,1026.0,2021-11-08 17:00:00,312,17
2.0,10000.0,6.5,51.0,1026.3,2021-11-08 18:00:00,312,18
1.0,10000.0,4.6,70.0,1026.1,2021-11-08 19:00:00,312,19
0.0,10000.0,5.3,56.0,1026.0,2021-11-08 20:00:00,312,20
2.0,10000.0,4.1,70.0,1026.4,2021-11-08 21:00:00,312,21
1.0,10000.0,4.5,73.0,1026.8,2021-11-08 22:00:00,312,22
2.0,10000.0,3.6,76.0,1027.3,2021-11-08 23:00:00,312,23
2.0,10000.0,3.2,83.0,1027.0,2021-11-09 00:00:00,313,0
2.0,10000.0,3.4,81.0,1026.7,2021-11-09 01:00:00,313,1
3.0,10000.0,3.9,75.0,1026.3,2021-11-09 02:00:00,313,2
3.0,10000.0,3.7,74.0,1025.7,2021-11-09 03:00:00,313,3
4.0,10000.0,3.5,76.0,1025.0,2021-11-09 04:00:00,313,4
2.0,10000.0,3.1,78.0,1024.8,2021-11-09 05:00:00,313,5
2.0,10000.0,2.6,82.0,1024.9,2021-11-09 06:00:00,313,6
4.0,10000.0,3.2,78.0,1025.2,2021-11-09 07:00:00,313,7
5.0,10000.0,5.1,69.0,1025.8,2021-11-09 08:00:00,313,8
5.0,20000.0,8.1,50.0,1025.8,2021-11-09 09:00:00,313,9
6.0,20000.0,10.7,39.0,1025.5,2021-11-09 10:00:00,313,10
7.0,20000.0,11.4,32.0,1024.7,2021-11-09 11:00:00,313,11
7.0,20000.0,12.6,31.0,1023.3,2021-11-09 12:00:00,313,12
7.0,30000.0,13.3,29.0,1022.2,2021-11-09 13:00:00,313,13
6.0,30000.0,13.9,29.0,1021.7,2021-11-09 14:00:00,313,14
8.0,30000.0,13.7,28.0,1021.0,2021-11-09 15:00:00,313,15
