wsd,pv,t,rh,slp,BJ
4.0,4000.0,14.0,89.0,1019.4,2022-11-19 16:00:00
2.0,4000.0,13.8,91.0,1019.9,2022-11-19 17:00:00
2.0,5000.0,13.7,91.0,1020.2,2022-11-19 18:00:00
1.0,6000.0,13.3,93.0,1020.8,2022-11-19 19:00:00
1.0,5000.0,13.3,94.0,1020.7,2022-11-19 20:00:00
2.0,3500.0,12.9,95.0,1020.8,2022-11-19 21:00:00
1.0,2300.0,12.1,96.0,1020.8,2022-11-19 22:00:00
2.0,2700.0,12.3,97.0,1020.6,2022-11-19 23:00:00
2.0,2300.0,11.7,97.0,1020.8,2022-11-20 00:00:00
3.0,2700.0,12.1,97.0,1020.6,2022-11-20 01:00:00
2.0,3700.0,12.1,96.0,1020.4,2022-11-20 02:00:00
1.0,5000.0,11.5,96.0,1020.3,2022-11-20 03:00:00
2.0,2700.0,10.6,97.0,1019.6,2022-11-20 04:00:00
1.0,2800.0,10.2,97.0,1019.6,2022-11-20 05:00:00
1.0,2200.0,9.8,97.0,1019.9,2022-11-20 06:00:00
1.0,1200.0,8.8,97.0,1020.6,2022-11-20 07:00:00
1.0,1600.0,9.7,98.0,1021.6,2022-11-20 08:00:00
3.0,2500.0,11.9,97.0,1021.6,2022-11-20 09:00:00
2.0,3000.0,12.6,93.0,1021.6,2022-11-20 10:00:00
2.0,4500.0,14.3,84.0,1020.7,2022-11-20 11:00:00
3.0,10000.0,15.8,72.0,1019.6,2022-11-20 12:00:00
2.0,10000.0,16.9,68.0,1018.5,2022-11-20 13:00:00
2.0,10000.0,17.8,62.0,1018.0,2022-11-20 14:00:00
3.0,10000.0,17.6,65.0,1017.6,2022-11-20 15:00:00
