wsd,pv,t,rh,slp,BJ
7.0,10000.0,22.0,29.0,1022.2,2024-10-02 16:00:00
6.0,10000.0,20.5,29.0,1022.3,2024-10-02 17:00:00
3.0,10000.0,17.4,40.0,1022.7,2024-10-02 18:00:00
2.0,10000.0,16.1,47.0,1023.4,2024-10-02 19:00:00
3.0,10000.0,15.6,51.0,1024.1,2024-10-02 20:00:00
3.0,10000.0,15.5,46.0,1024.8,2024-10-02 21:00:00
2.0,10000.0,14.0,59.0,1025.1,2024-10-02 22:00:00
1.0,10000.0,12.6,68.0,1025.2,2024-10-02 23:00:00
2.0,10000.0,10.7,82.0,1025.1,2024-10-03 00:00:00
3.0,10000.0,13.8,69.0,1024.1,2024-10-03 01:00:00
2.0,10000.0,13.8,67.0,1024.3,2024-10-03 02:00:00
3.0,10000.0,13.2,71.0,1024.2,2024-10-03 03:00:00
3.0,10000.0,13.4,69.0,1024.1,2024-10-03 04:00:00
2.0,10000.0,13.1,71.0,1024.5,2024-10-03 05:00:00
3.0,10000.0,13.1,71.0,1024.6,2024-10-03 06:00:00
3.0,10000.0,13.9,72.0,1024.8,2024-10-03 07:00:00
1.0,10000.0,14.1,68.0,1026.1,2024-10-03 08:00:00
2.0,10000.0,17.5,53.0,1026.6,2024-10-03 09:00:00
4.0,10000.0,19.4,34.0,1026.5,2024-10-03 10:00:00
3.0,10000.0,21.0,33.0,1026.2,2024-10-03 11:00:00
3.0,10000.0,21.1,31.0,1025.4,2024-10-03 12:00:00
3.0,10000.0,22.1,31.0,1024.4,2024-10-03 13:00:00
4.0,10000.0,22.5,26.0,1023.6,2024-10-03 14:00:00
3.0,10000.0,22.3,32.0,1022.8,2024-10-03 15:00:00
