wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,-0.2,43.0,1038.3,2022-11-30 16:00:00,334,16
3.0,10000.0,-0.4,40.0,1038.8,2022-11-30 17:00:00,334,17
3.0,10000.0,-0.5,42.0,1039.2,2022-11-30 18:00:00,334,18
4.0,10000.0,-0.6,43.0,1039.6,2022-11-30 19:00:00,334,19
3.0,10000.0,-0.6,44.0,1039.6,2022-11-30 20:00:00,334,20
3.0,10000.0,-0.6,42.0,1039.8,2022-11-30 21:00:00,334,21
3.0,10000.0,-0.6,45.0,1039.3,2022-11-30 22:00:00,334,22
2.0,10000.0,-0.5,50.0,1039.1,2022-11-30 23:00:00,334,23
3.0,10000.0,-0.9,55.0,1038.9,2022-12-01 00:00:00,335,0
3.0,10000.0,-1.1,57.0,1038.6,2022-12-01 01:00:00,335,1
2.0,10000.0,-0.9,56.0,1037.8,2022-12-01 02:00:00,335,2
1.0,10000.0,-1.8,62.0,1037.7,2022-12-01 03:00:00,335,3
3.0,10000.0,-2.8,73.0,1037.7,2022-12-01 04:00:00,335,4
3.0,10000.0,-2.4,69.0,1037.5,2022-12-01 05:00:00,335,5
2.0,10000.0,-2.7,70.0,1036.5,2022-12-01 06:00:00,335,6
2.0,10000.0,-3.2,74.0,1037.7,2022-12-01 07:00:00,335,7
1.0,10000.0,-1.7,61.0,1038.8,2022-12-01 08:00:00,335,8
3.0,10000.0,-0.4,47.0,1039.1,2022-12-01 09:00:00,335,9
3.0,10000.0,-0.3,46.0,1038.6,2022-12-01 10:00:00,335,10
2.0,20000.0,-0.2,41.0,1038.0,2022-12-01 11:00:00,335,11
3.0,20000.0,1.2,38.0,1036.8,2022-12-01 12:00:00,335,12
2.0,20000.0,1.9,34.0,1035.8,2022-12-01 13:00:00,335,13
3.0,20000.0,2.4,34.0,1034.9,2022-12-01 14:00:00,335,14
2.0,10000.0,2.3,30.0,1034.6,2022-12-01 15:00:00,335,15
