wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,11.1,20.0,1022.9,2022-12-19 16:00:00,353,16
3.0,10000.0,8.6,25.0,1023.1,2022-12-19 17:00:00,353,17
3.0,10000.0,6.3,34.0,1023.3,2022-12-19 18:00:00,353,18
3.0,10000.0,5.7,38.0,1023.7,2022-12-19 19:00:00,353,19
3.0,10000.0,4.7,42.0,1024.0,2022-12-19 20:00:00,353,20
3.0,10000.0,4.9,43.0,1023.8,2022-12-19 21:00:00,353,21
3.0,10000.0,3.3,48.0,1023.7,2022-12-19 22:00:00,353,22
4.0,10000.0,4.8,42.0,1023.7,2022-12-19 23:00:00,353,23
4.0,10000.0,3.9,45.0,1023.8,2022-12-20 00:00:00,354,0
4.0,10000.0,3.3,48.0,1023.5,2022-12-20 01:00:00,354,1
2.0,10000.0,1.2,56.0,1023.8,2022-12-20 02:00:00,354,2
3.0,10000.0,2.8,52.0,1023.8,2022-12-20 03:00:00,354,3
4.0,10000.0,1.8,54.0,1023.0,2022-12-20 04:00:00,354,4
1.0,10000.0,1.8,53.0,1023.4,2022-12-20 05:00:00,354,5
1.0,10000.0,0.7,56.0,1023.3,2022-12-20 06:00:00,354,6
1.0,10000.0,-0.3,62.0,1023.9,2022-12-20 07:00:00,354,7
2.0,10000.0,-0.1,68.0,1023.8,2022-12-20 08:00:00,354,8
3.0,10000.0,4.1,52.0,1023.8,2022-12-20 09:00:00,354,9
6.0,10000.0,7.1,44.0,1022.2,2022-12-20 10:00:00,354,10
3.0,10000.0,8.2,44.0,1024.0,2022-12-20 11:00:00,354,11
1.0,10000.0,8.7,41.0,1022.7,2022-12-20 12:00:00,354,12
1.0,10000.0,8.9,41.0,1021.1,2022-12-20 13:00:00,354,13
3.0,10000.0,9.2,42.0,1020.1,2022-12-20 14:00:00,354,14
3.0,10000.0,8.2,49.0,1021.0,2022-12-20 15:00:00,354,15
