wsd,pv,t,rh,slp,BJ
3.0,10000.0,21.9,33.0,1014.5,2023-11-21 16:00:00
3.0,10000.0,19.5,44.0,1014.5,2023-11-21 17:00:00
3.0,10000.0,17.5,49.0,1014.6,2023-11-21 18:00:00
4.0,10000.0,16.6,51.0,1014.6,2023-11-21 19:00:00
3.0,10000.0,13.8,62.0,1015.0,2023-11-21 20:00:00
5.0,10000.0,13.8,60.0,1015.4,2023-11-21 21:00:00
5.0,10000.0,12.8,66.0,1015.5,2023-11-21 22:00:00
5.0,10000.0,12.8,67.0,1015.6,2023-11-21 23:00:00
4.0,10000.0,12.4,68.0,1015.0,2023-11-22 00:00:00
4.0,10000.0,11.2,74.0,1015.0,2023-11-22 01:00:00
3.0,10000.0,9.9,78.0,1015.0,2023-11-22 02:00:00
4.0,10000.0,9.9,80.0,1014.5,2023-11-22 03:00:00
3.0,10000.0,10.7,76.0,1014.3,2023-11-22 04:00:00
2.0,10000.0,9.3,81.0,1014.4,2023-11-22 05:00:00
3.0,10000.0,9.7,82.0,1014.5,2023-11-22 06:00:00
4.0,10000.0,10.2,78.0,1014.9,2023-11-22 07:00:00
2.0,10000.0,13.3,67.0,1015.6,2023-11-22 08:00:00
2.0,10000.0,16.2,53.0,1016.4,2023-11-22 09:00:00
4.0,10000.0,18.9,42.0,1016.5,2023-11-22 10:00:00
4.0,10000.0,20.7,40.0,1015.4,2023-11-22 11:00:00
5.0,10000.0,21.9,39.0,1014.8,2023-11-22 12:00:00
5.0,10000.0,23.4,37.0,1014.0,2023-11-22 13:00:00
5.0,10000.0,22.4,40.0,1013.5,2023-11-22 14:00:00
4.0,10000.0,21.6,41.0,1013.4,2023-11-22 15:00:00
