wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,10000.0,20.9,58.0,1014.2,2022-11-25 16:00:00,329,16
1.0,10000.0,19.1,64.0,1014.9,2022-11-25 17:00:00,329,17
3.0,10000.0,17.5,77.0,1015.4,2022-11-25 18:00:00,329,18
2.0,8000.0,16.7,80.0,1015.7,2022-11-25 19:00:00,329,19
2.0,7000.0,15.4,87.0,1016.4,2022-11-25 20:00:00,329,20
1.0,5000.0,15.0,89.0,1017.0,2022-11-25 21:00:00,329,21
1.0,4000.0,13.7,93.0,1017.6,2022-11-25 22:00:00,329,22
1.0,4000.0,13.4,94.0,1017.4,2022-11-25 23:00:00,329,23
1.0,3200.0,11.6,95.0,1017.7,2022-11-26 00:00:00,330,0
0.0,3200.0,13.3,97.0,1018.1,2022-11-26 01:00:00,330,1
0.0,2600.0,12.9,97.0,1018.2,2022-11-26 02:00:00,330,2
0.0,2200.0,12.9,97.0,1017.9,2022-11-26 03:00:00,330,3
1.0,1800.0,11.7,96.0,1017.8,2022-11-26 04:00:00,330,4
1.0,1400.0,10.4,97.0,1018.0,2022-11-26 05:00:00,330,5
2.0,600.0,10.2,98.0,1018.3,2022-11-26 06:00:00,330,6
2.0,400.0,9.9,98.0,1018.7,2022-11-26 07:00:00,330,7
1.0,400.0,9.5,98.0,1020.0,2022-11-26 08:00:00,330,8
2.0,300.0,11.8,98.0,1020.7,2022-11-26 09:00:00,330,9
1.0,2500.0,14.2,99.0,1020.2,2022-11-26 10:00:00,330,10
3.0,6000.0,17.1,76.0,1019.6,2022-11-26 11:00:00,330,11
5.0,7000.0,18.2,70.0,1018.1,2022-11-26 12:00:00,330,12
3.0,8000.0,18.8,66.0,1017.4,2022-11-26 13:00:00,330,13
2.0,7000.0,19.5,62.0,1016.5,2022-11-26 14:00:00,330,14
3.0,8000.0,19.7,61.0,1016.3,2022-11-26 15:00:00,330,15
