wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,6000.0,11.3,75.0,1020.6,2021-02-27 16:00:00,58,16
3.0,7000.0,11.4,75.0,1020.4,2021-02-27 17:00:00,58,17
1.0,7000.0,11.1,78.0,1021.1,2021-02-27 18:00:00,58,18
1.0,6000.0,10.6,85.0,1021.7,2021-02-27 19:00:00,58,19
2.0,3600.0,9.9,90.0,1021.9,2021-02-27 20:00:00,58,20
1.0,2400.0,9.5,95.0,1022.0,2021-02-27 21:00:00,58,21
1.0,2700.0,9.5,95.0,1022.3,2021-02-27 22:00:00,58,22
1.0,2800.0,9.3,95.0,1022.5,2021-02-27 23:00:00,58,23
1.0,2800.0,9.2,95.0,1022.4,2021-02-28 00:00:00,59,0
1.0,2500.0,8.9,96.0,1022.1,2021-02-28 01:00:00,59,1
0.0,2200.0,8.7,96.0,1021.4,2021-02-28 02:00:00,59,2
2.0,2300.0,8.8,97.0,1020.4,2021-02-28 03:00:00,59,3
2.0,2800.0,8.8,95.0,1019.5,2021-02-28 04:00:00,59,4
3.0,2500.0,8.9,95.0,1019.4,2021-02-28 05:00:00,59,5
1.0,2500.0,8.9,95.0,1020.2,2021-02-28 06:00:00,59,6
3.0,2300.0,8.8,97.0,1019.6,2021-02-28 07:00:00,59,7
3.0,2700.0,9.8,95.0,1019.9,2021-02-28 08:00:00,59,8
3.0,3700.0,11.2,89.0,1020.3,2021-02-28 09:00:00,59,9
5.0,5000.0,12.0,81.0,1019.8,2021-02-28 10:00:00,59,10
4.0,7000.0,13.1,76.0,1019.0,2021-02-28 11:00:00,59,11
5.0,9000.0,13.3,71.0,1018.4,2021-02-28 12:00:00,59,12
4.0,7000.0,13.2,73.0,1017.2,2021-02-28 13:00:00,59,13
5.0,5000.0,12.8,77.0,1015.9,2021-02-28 14:00:00,59,14
3.0,5000.0,12.5,80.0,1015.6,2021-02-28 15:00:00,59,15
