wsd,pv,t,rh,slp,BJ
3.0,10000.0,11.4,21.0,1026.8,2024-12-17 16:00:00
2.0,10000.0,9.5,28.0,1027.1,2024-12-17 17:00:00
3.0,10000.0,6.3,37.0,1028.1,2024-12-17 18:00:00
2.0,10000.0,5.0,44.0,1028.4,2024-12-17 19:00:00
2.0,10000.0,3.5,51.0,1028.6,2024-12-17 20:00:00
3.0,8000.0,2.3,57.0,1029.3,2024-12-17 21:00:00
2.0,8000.0,2.1,60.0,1030.0,2024-12-17 22:00:00
1.0,7000.0,1.9,62.0,1030.4,2024-12-17 23:00:00
2.0,7000.0,2.5,61.0,1030.5,2024-12-18 00:00:00
1.0,10000.0,-1.5,73.0,1036.8,2024-12-18 01:00:00
1.0,10000.0,-1.3,72.0,1036.6,2024-12-18 02:00:00
3.0,10000.0,-0.6,65.0,1036.0,2024-12-18 03:00:00
2.0,10000.0,-0.6,61.0,1035.9,2024-12-18 04:00:00
1.0,10000.0,-1.0,66.0,1035.6,2024-12-18 05:00:00
1.0,10000.0,-1.5,72.0,1035.7,2024-12-18 06:00:00
2.0,10000.0,-2.2,82.0,1035.4,2024-12-18 07:00:00
2.0,4000.0,-1.6,80.0,1033.9,2024-12-18 08:00:00
4.0,4500.0,1.2,70.0,1035.1,2024-12-18 09:00:00
7.0,8000.0,3.1,61.0,1035.4,2024-12-18 10:00:00
6.0,10000.0,4.1,57.0,1036.3,2024-12-18 11:00:00
5.0,10000.0,5.6,51.0,1035.2,2024-12-18 12:00:00
6.0,10000.0,5.7,46.0,1034.9,2024-12-18 13:00:00
5.0,10000.0,6.0,36.0,1034.9,2024-12-18 14:00:00
5.0,10000.0,5.8,40.0,1035.1,2024-12-18 15:00:00
