wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
6.0,10000.0,13.0,37.0,1026.7,2021-03-21 16:00:00,80,16
6.0,10000.0,12.7,40.0,1026.9,2021-03-21 17:00:00,80,17
5.0,10000.0,10.9,43.0,1027.8,2021-03-21 18:00:00,80,18
2.0,10000.0,8.5,55.0,1028.3,2021-03-21 19:00:00,80,19
2.0,10000.0,8.2,59.0,1028.8,2021-03-21 20:00:00,80,20
2.0,10000.0,7.5,69.0,1029.6,2021-03-21 21:00:00,80,21
2.0,10000.0,7.1,64.0,1030.0,2021-03-21 22:00:00,80,22
1.0,10000.0,7.3,62.0,1030.2,2021-03-21 23:00:00,80,23
1.0,10000.0,7.0,61.0,1030.1,2021-03-22 00:00:00,81,0
1.0,10000.0,6.8,55.0,1030.3,2021-03-22 01:00:00,81,1
1.0,10000.0,5.8,74.0,1029.9,2021-03-22 02:00:00,81,2
2.0,10000.0,5.0,79.0,1029.7,2021-03-22 03:00:00,81,3
2.0,10000.0,4.5,84.0,1029.3,2021-03-22 04:00:00,81,4
1.0,10000.0,3.6,91.0,1029.8,2021-03-22 05:00:00,81,5
1.0,10000.0,4.4,81.0,1029.7,2021-03-22 06:00:00,81,6
2.0,10000.0,4.7,80.0,1030.2,2021-03-22 07:00:00,81,7
2.0,10000.0,8.2,72.0,1030.4,2021-03-22 08:00:00,81,8
3.0,10000.0,10.4,51.0,1030.6,2021-03-22 09:00:00,81,9
4.0,10000.0,12.6,42.0,1031.0,2021-03-22 10:00:00,81,10
5.0,10000.0,13.9,37.0,1030.6,2021-03-22 11:00:00,81,11
5.0,10000.0,14.4,28.0,1029.9,2021-03-22 12:00:00,81,12
4.0,20000.0,15.6,28.0,1028.8,2021-03-22 13:00:00,81,13
5.0,30000.0,15.6,23.0,1027.8,2021-03-22 14:00:00,81,14
5.0,30000.0,15.8,22.0,1027.2,2021-03-22 15:00:00,81,15
