fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.8,2.5,0.2,-0.7,94.3,97.9,99.9,99.9,3.1,6.4,8.2,8.2,1024.6,42,20
3,3.7,2.4,0.1,-0.6,95.0,98.3,99.8,99.7,3.2,6.7,9.2,9.2,1025.5,42,23
6,3.6,2.3,0.2,-0.5,94.8,98.3,99.0,99.4,2.8,6.2,9.2,9.2,1025.0,43,2
9,3.6,2.5,0.3,-0.4,94.4,97.1,97.3,98.3,2.4,5.7,8.5,8.5,1024.2,43,5
12,3.8,2.6,0.4,-0.5,93.5,95.2,98.5,99.5,2.1,4.8,7.5,7.5,1025.6,43,8
15,5.2,3.3,0.5,-0.5,85.9,92.8,97.9,99.4,3.2,4.7,6.2,6.2,1026.0,43,11
18,6.5,4.8,1.1,-0.2,76.4,81.8,96.2,98.6,2.4,3.9,4.0,4.0,1023.2,43,14
21,6.0,5.2,1.8,0.3,82.8,80.4,90.1,94.0,1.0,3.2,5.8,5.8,1022.7,43,17
24,5.0,5.0,2.3,0.6,89.1,82.1,85.0,90.0,0.7,1.6,6.1,6.1,1023.4,43,20
27,4.6,4.9,2.3,0.9,92.0,81.7,86.9,90.7,1.3,2.2,4.3,4.3,1023.1,43,23
30,4.6,4.7,2.2,0.8,89.7,81.2,88.0,93.7,2.2,5.2,4.2,4.2,1021.7,44,2
33,4.6,4.3,2.3,0.8,86.8,83.3,86.0,93.1,2.0,4.8,4.4,4.4,1020.7,44,5
36,4.8,4.1,2.3,0.7,86.3,84.8,84.1,90.9,2.3,5.2,5.3,5.3,1022.6,44,8
39,6.3,4.5,1.8,0.4,83.4,87.9,83.4,83.8,2.0,3.9,6.1,6.1,1023.3,44,11
42,8.4,6.5,2.4,0.6,65.2,69.4,84.2,90.3,2.0,2.8,3.4,3.4,1021.2,44,14
