fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,19.9,19.8,17.4,16.1,86.6,79.8,74.2,76.2,4.8,5.5,4.5,4.5,1017.8
3,18.9,18.5,16.5,15.5,89.2,82.7,77.7,78.3,3.9,4.4,3.5,3.5,1018.2
6,18.1,17.7,16.0,15.3,91.9,85.8,80.3,80.7,3.4,3.4,2.8,2.8,1017.5
9,17.5,17.3,16.2,15.6,93.2,87.4,79.0,80.9,3.5,3.3,2.0,2.0,1016.3
12,18.3,17.3,16.3,15.5,88.9,88.0,78.6,81.5,1.9,2.1,1.7,1.7,1017.2
15,22.6,20.5,16.3,15.4,68.0,72.0,85.5,83.4,0.5,0.4,0.8,0.8,1016.9
18,24.7,23.2,18.9,16.9,59.3,60.4,73.6,80.4,0.9,1.0,1.6,1.6,1014.8
21,23.5,23.4,19.6,17.5,69.3,60.6,70.7,77.9,1.4,1.2,1.7,1.7,1014.5
24,20.3,22.7,19.3,17.4,79.9,62.2,70.9,77.7,2.3,3.1,1.4,1.4,1015.9
27,19.2,22.0,19.1,17.3,85.2,65.3,71.9,78.5,2.3,3.7,1.5,1.5,1016.7
30,18.7,21.1,18.7,17.1,87.9,70.6,74.2,79.6,1.5,4.0,1.9,1.9,1016.5
33,18.4,20.4,18.5,16.9,90.0,75.9,76.8,80.5,1.1,2.9,2.3,2.3,1016.0
36,20.0,20.2,18.1,16.5,84.9,76.9,78.8,82.4,1.7,3.9,2.9,2.9,1018.2
39,23.9,22.0,18.1,16.3,67.2,71.4,80.3,84.3,2.4,3.1,4.3,4.3,1018.8
42,25.3,23.7,19.3,17.2,59.0,61.0,73.7,80.0,2.0,3.2,3.9,3.9,1017.2
